Oneshield,5065524,
Onyx Pharmaceuticals,5065532,
Operating Engineers Funds Inc,5067988,509
Optoro,5065547,
Optum Insight,5073814,
Ora Clinical,5067861,234
OraSure Technologies,5065557,460
Orchard Brands,5065559,
Oscient Pharmaceuticals,5065575,
OSI Parmaceuticals,5065579,
"OSIsoft, LLC",5067862,
Overland Storage,5065593,
Oxford Global Resources,5065600,128
Pace Suburban Bus,5065607,
Palomar Medical,5065622,
Pan-O-Gold,5067989,511
Panduit,5065632,334
Panera Bread,5065633,
Par4,5065638,
Parametric Technology Corp.,5065642,
Paratek Pharmaceuticals Inc.,5065643,
Park Electrochemical Corp.,5065648,
Parsons Brinkerhoff,5065657,
"Partners Health System, Brighamns & Womens",5065658,
"Partners Health System, MGH",5065659,
PartyLite,5067863,
Passkey International,5067864,259
PatientsLikeMe,5065663,
"Paychex, Inc.",5065669,
PayU,5065673,
PC Connection,5065677,
PCIS,5065680,
Peavey Electronics Corporation,5067865,
PegaSystems,5065688,
Penco Products,5067990,
Penn State University,5065694,
Pennichuck Water Works,5065695,
People's United Bank,5065705,
Pepperidge Farm Inc.,5065709,
PerkinElmer,5065718,
Pfizer,5065737,
PharmaPros Corporation,5065745,
"PHI, Inc.",5067866,
Philadelphia Insurance Co,5067991,
Philips Electronics,5065755,
Phillips Healthcare,5065757,
Phoenix Life Insurance Company,5065761,
PHT Corporation,5065764,
Picis / OptumInsight,5065768,
Pictometry,5065770,
Pitt Plastics,5065796,
Pixar,5067867,515
"Playtex Products, Inc.",5065813,
PointRight,5065824,226
Polymedica,5065827,
Pomco Group,5067868,
"Popeyes Louisiana Kitchen, Inc.",5065830,
Port of Oakland California,5065834,
Portland General Electric,5065836,
Potpourri Group Inc.,5065842,
Power One,5067869,
Pratt & Whitney,5065853,
Precision Response Corporation,5065861,
Precix,5067870,121
Pretium Packaging,5065875,
PrimeLine Products,5067871,
Production Resource Group,5065896,
Prosidion,5065911,
Proudfoot,5065918,280
PSA Airlines,5065927,545
Psychemedics,5065931,
Puma North America,5065944,
Pure Insurance,5065948,326
Quad/Graphics,5067992,
Qualcare,5065964,
Quality Health,5065966,
Quality Health (formally Marketing Technology Solutions/MTS),5065967,
Quanex Building Products Corporation,5065970,
Quattro Wireless,5065977,
Questex Media,5065984,
Radisys Corporation,5066008,
Radixx International,5067872,225
RailInc,5066012,
RAIT Financial Trust,5067873,244
Raleigh-Durham Airport Authority,5066018,468
Readers Digest,5066042,
Real Alloy,5067874,373
Real Industry,5067875,
Red Lobster,5066054,
Reebok International,5066062,
Regeneron Pharmaceuticals,5066068,289
Reit Management & Research,5066077,
Reliant Medical Group,5066082,
Renaissance Insurance,5066085,
Resolute Forest Products,5066104,348
"Restaurant Technologies, Inc",5067876,
Retail Convergence,5066115,
Rimini Street,5066135,
RiverBend Medical Group,5066144,
RLJ Entertainment (Image Entertainment),5066150,
RoadScholar (Elderhostel),5067877,86
Rochester Electronics,5066158,434
ROI Communications,5066172,
Rosetta Stone,5066186,164
Ross Simon,5066188,
"RWD Technologies, LLC",5066214,
SAG-AFTRA,5067878,
Sager Electronics,5066231,246
Saint Louis Public Schools,5066237,414
Salem Five,5066240,
Samaritan Health Services,5066255,293
Samsonite,5066257,
Samsung USA,5066258,
Sandals Resorts International,5066270,
Sandoz,5066273,
Sappi,5066282,
SAS Institute,5066287,
Savearound,5066295,
"Saylent Technologies, Inc.",5066299,
SBLI - The Savings Bank Life Ins Co of MA,5066301,240
SC Direct,5066303,
Scantron Corporation,5067993,
Schindler Elevations Corporation,5066307,
Scrapware,5067994,519
SDN Communications,5067995,520
SEACOR Holdings,5066339,
Sealed Air Corp,5066342,
Seaman Corporation,5066345,469
Seiko Instruments,5066361,400
Sekisui Diagnostics LLC,5067879,260
Senior Aerospace Metal Bellows,5066375,
Sensata Technologies,5066380,
Sentient,5066384,
Sephora USA,5066386,
Service America Group (all seasons),5066388,
SharkNinja,5066402,
Sharyland Utilities,5067880,245
Sherwin-Williams Company,5067881,108
Shields Health Care Group,5066415,
Short Elliott Hendrickson,5066422,
Siemens,5066430,62
Siemens Water Technologies Corp,5066433,
Siemon,5067882,
Sig Sauer,5066439,
Sigma Designs,5066440,
Sikorsky,5066444,
Silicon Valley Bank,5066448,
Simplicate,5066459,316
Skillsoft,5066472,
Skura - IMS,5066473,
SmartPak,5066483,
Softrax,5066506,
Sonus Networks,5067883,
South Shore Mental Health,5066540,382
Southco,5066542,
Southcoast Health System,5066543,
Special Metals,5066579,
Specialty Catalog,5066582,162
SpecialtyCare,5066583,
Spectralink,5066585,
Spectranetics,5067884,218
"Spine Wave, Inc.",5066590,302
Sportsman's Guide (aka Golf Warehouse),5066596,
SRI Surgical,5066606,
Standard Parking,5066633,
Stanley Works,5066637,
Staples Corporation,5066638,
Starent Networks,5066641,
Starpoint Solutions,5066643,
State of Montana,5066661,
State of Rhode Island,5066669,
Sterilite,5066700,
Steward Health Care System LLC,5066707,
Stonehill College,5066717,256
STP Nuclear Operating Company,5066722,
Stratix Corporation,5066726,528
Stylesight Inc,5066741,
Suffolk Construction,5067885,255
"Sulzer Pumps, Houston Inc.",5066747,
Sunflower Electric,5066758,
SunGro,5066762,
Sunny Delight,5066765,
Sunovion,5066769,
SunPower Corporation,5066770,
Suntron Corporation,5066773,
Supply Chain Technologies,5066782,401
Sycamore Networks,5067886,104
Symmons,5066802,
Synarc / BioClinica,5066812,
SynQor,5066816,40
Takeda Pharmaceutical,5073816,
Talon Systems,5066837,282
Tech Conveyor,5066862,
Tech Target,5066864,
Tensar,5066904,
Terex,5067887,369
Textron,5066948,
The Golf Warehouse,5066978,
The New York Public Library Astor Lenox,5066996,
The RMR Group,5067012,347
The Stride Rite Corporation,5067017,
The Trizetto Group,5067026,
Thomas Publishing Company,5067888,375
Thornton Mettler Toledo,5067046,
TIAA Cref,5067050,
TierPoint,5067054,
"tii Network Technologies, Inc.",5067889,
Timberland,5067056,
TJX,5067061,8
Total Terminals International,5067090,
Town Sports International,5067102,338
Trading Point of Financial Instruments,5067110,
TRAK Microwave,5066491,
TransAct Technologies Inc,5067117,
TriCore,5067151,
Trinity Logistics,5067159,
TripAdvisor,5067166,439
TTI Floor Care,5067186,346
"Turbine, Inc.",5067196,
Twin Dragon Marketing Inc,5067202,
TyMetrix,5067206,
UAW Retiree Medical Benefits Trust,5067210,552
UC Berkeley,5073815,365
UC Physicians,5067213,283
UGI Utilities,5067890,
UHY Advisors,5067217,470
Uline,5067219,
Ultra Electronics,5067223,535
UMass-Dartmouth,5067229,
Unica Software,5067233,
Unifirst,5067237,
UniSource Solutions,5067891,
United Illuminating,5067254,
United Liquors,5067256,
United Nations Federal Credit Union,5067258,
United Natural Foods,5067259,
United Technologies Corporation,5067272,
United Water Resources,5067275,
UnitedHealth Group,5067282,
University of Connecticut,5067310,
Unknown,5067358,
Uno Restaurant Corp.,5067892,
Unum,5067359,
Uponor Business Solutions Oy,5067893,
"Uponor North America, Inc",5067894,
Usana,5067376,
Utah Transit Authority,5067382,
Valtera Corporation,5067397,
ValueOptions,5067399,
VAS Aero,5067895,
Velco,5067896,
Veracode,5067425,155
Vertex Pharmaceuticals,5067897,
Veterinary Practice Partners,5067445,368
"ViaCord, Inc",5067449,
Vicor,5067898,
Viewpost,5067899,325
Virbac Corporation,5067467,284
Virtela Communications,5067476,
Vision Appraisal Technology,5067482,
Von Weise (KPH Holdings),5067499,
Vornex,5067500,
"Warner Bros.-Turbine, Inc.",5067530,
Washington Trust Bancorp,5067533,
Waters Corporation,5067540,
WaveMark Inc,5067542,
WB Mason,5067547,
Webroot Software,5067555,
Webster Bank,5067557,323
Weetabix,5067559,
Welch's,5067567,
Wellpartner Inc,5067900,220
WellPet,5067570,
Westport Petroleum Inc,5067610,
Wind Corporation,5067643,
Winshuttle,5067653,465
Wiremold,5067654,
Wolters Kluwer,5067659,359
Working Planet,5067671,
World Travel Holdings,5067679,
"Wunderman Data Management, LLC",5067901,
Wyoming DOT,5067694,
Xerox Corporation,5067701,
XL Group,5067706,
Xsigo Systems,5067902,211
Xtime Inc,5067996,
Yale New Haven Health,5067715,
Yamana Gold,5067716,
Yankee Candle,5067717,56
Yankee Candle Company,5067718,
Yanmar Compact Germany,5067903,
YBP Library,5067904,
Yushin,5067738,424
Zarlink Semiconductor,5067747,
Zip Car,5067763,195
Zip Realty,5067997,
Zoom Systems,5067770,550
Zynga Game Network Inc,5067905,
